Account Number,Account Name,Year,Week,Invoice Date,Invoice Number,Pick Up Date,Consignment No,Reference,Sender Company,Sender City,Sender Postcode,Receiver Company,Receiver City,Receiver Postcode,Origin,Destination,Payer,International/Domestic,Div/Prod Code,Rating Code 3,Rating Code 4,Dangerous Goods,Total Pieces,Billed Weight,Volume,Vol Wt Id,Declared Weight,Freight Amount,Automatic Warranty,Extended Warranty,Surcharge,GST,Total Amount
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/7/2023,VHU559785697,,Nivoda Limited,DONVALE,3111,AFFECTION D PTY LTD,SYDNEY,2000,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/7/2023,VHU575434970,,Nivoda Limited,DONVALE,3111,ROCK COUTURE,TARRAGINDI,4121,MEL,BNE,S,D,D 75,,,N,1,2,0.0057,V,1,23.13,0,0,7.59,3.07,33.79
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/7/2023,VHU626059048,,Nivoda Limited,DONVALE,3111,DLINE J,MELBOURNE,3000,MEL,MEL,S,D,D 75,,,N,1,2,0.0057,V,1,10.28,0,0,3.37,1.37,15.02
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/7/2023,VHU719735387,,Nivoda Limited,DONVALE,3111,ME J DESIGN PTYLTD,MAGENTA,2261,MEL,GOS,S,D,D 75,,,N,1,2,0.0057,V,1,18.85,0,0,4.21,2.31,25.37
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/7/2023,VHU742992838,,Nivoda Limited,DONVALE,3111,D STORY,MELBOURNE,3000,MEL,MEL,S,D,D 75,,,N,1,2,0.0057,V,1,10.28,0,0,3.37,1.37,15.02
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/7/2023,VHU789522998,,Nivoda Limited,DONVALE,3111,MIDAS J,MIRANDA,2228,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/7/2023,VHU987182371,,Nivoda Limited,DONVALE,3111,G CITY JLERS,WARILLA,2528,MEL,WNG,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/7/2023,VHU987718865,,Nivoda Limited,DONVALE,3111,FAITH JLERS,MOUNT GAMBIER,5290,MEL,MTG,S,D,D 75,,,N,1,2,0.0057,V,1,23.13,0,0,7.59,3.07,33.79
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU112054123,,Nivoda Limited,DONVALE,3111,TOK BROS PTY LTD,SYDNEY,2000,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU172921262,,Nivoda Limited,DONVALE,3111,DPORT,BRISBANE,4000,MEL,BNE,S,D,D 75,,,N,1,2,0.0057,V,1,23.13,0,0,7.59,3.07,33.79
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU192993395,,Nivoda Limited,DONVALE,3111,MATUSIK JLERS,PERTH,6000,MEL,PTH,S,D,D 75,,,N,1,2,0.0057,V,1,28.28,0,0,9.28,3.76,41.32
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU193042538,,Nivoda Limited,DONVALE,3111,YORK JLERS,PENRITH,2750,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU194129827,,Nivoda Limited,DONVALE,3111,MITCHELL FAMILY GROCER (TRADIN,MITCHELL,2911,MEL,CBA,S,D,D 75,,,N,1,2,0.0057,V,1,18.85,0,0,4.21,2.31,25.37
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU250384851,,Nivoda Limited,DONVALE,3111,BLIZZARDS F JLERS,SHEPPARTON,3630,MEL,SHP,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU269956450,,Nivoda Limited,DONVALE,3111,SUPERIOR D P/L,MELBOURNE,3000,MEL,MEL,S,D,D 75,,,N,1,2,0.0057,V,1,10.28,0,0,3.37,1.37,15.02
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU287488544,,Nivoda Limited,DONVALE,3111,NEVE J LTD,HAYMARKET,2000,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU304606001,,Nivoda Limited,DONVALE,3111,JOSEPH KING J,WOLLONGONG,2500,MEL,WNG,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU321624854,,Nivoda Limited,DONVALE,3111,ALBRECHT J,MELBOURNE,3000,MEL,MEL,S,D,D 75,,,N,1,2,0.0057,V,1,10.28,0,0,3.37,1.37,15.02
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU324442277,,Nivoda Limited,DONVALE,3111,ADELLE LOUISE,SYDNEY,2000,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU328522117,,Nivoda Limited,DONVALE,3111,MIDAS J PARRAMATTA,PARRAMATTA,2150,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU346000112,,Nivoda Limited,DONVALE,3111,MIDAS J,MIRANDA,2228,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU349242460,,Nivoda Limited,DONVALE,3111,PARADE JLERS,SYDNEY,2000,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU351454468,,Nivoda Limited,DONVALE,3111,D EMPORIUM,HAYMARKET,2000,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU353569086,,Nivoda Limited,DONVALE,3111,OJ CO PTY LTD,PADDINGTON,2021,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU380939690,,Nivoda Limited,DONVALE,3111,ORANGE RIVER PTY LTD,FORTITUDE VALLEY,4006,MEL,BNE,S,D,D 75,,,N,1,2,0.0057,V,1,23.13,0,0,7.59,3.07,33.79
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU395356618,,Nivoda Limited,DONVALE,3111,SPRFIELD JLERS,BELLBIRD PARK,4300,MEL,BNE,S,D,D 75,,,N,1,2,0.0057,V,1,23.13,0,0,7.59,3.07,33.79
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU420840628,,Nivoda Limited,DONVALE,3111,BELLWARRA PTY LTD,NOWRA,2541,MEL,NOW,S,D,D 75,,,N,1,2,0.0057,V,1,20.56,0,0,6.74,2.73,30.03
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU539284948,,Nivoda Limited,DONVALE,3111,MATTHEWS JLERS,NEWCASTLE WEST,2302,MEL,NCL,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU552362712,,Nivoda Limited,DONVALE,3111,SKY,MELBOURNE,3000,MEL,MEL,S,D,D 75,,,N,1,2,0.0057,V,1,10.28,0,0,3.37,1.37,15.02
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU586581741,,Nivoda Limited,DONVALE,3111,KEON PARK NEWSAGENCY,RESERVOIR,3073,MEL,MEL,S,D,D 75,,,N,1,2,0.0057,V,1,16.28,0,0,3.37,1.97,21.62
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU596918325,,Nivoda Limited,DONVALE,3111,DVD J PTY LTD,DOUBLE BAY,2028,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU640797567,,Nivoda Limited,DONVALE,3111,GS D,SYDNEY,2000,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU651208957,,Nivoda Limited,DONVALE,3111,THE CLASSIC JLERS,ADELAIDE,5000,MEL,ADL,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU676572593,,Nivoda Limited,DONVALE,3111,ROBERT CLIFF MASTER JLERS,CASTLE HILL,2154,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU745260909,,Nivoda Limited,DONVALE,3111,VILLANI JLERS,LOCKLEYS,5032,MEL,ADL,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU762830039,,Nivoda Limited,DONVALE,3111,TISHE,MELBOURNE,3000,MEL,MEL,S,D,D 75,,,N,1,2,0.0057,V,1,10.28,0,0,3.37,1.37,15.02
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU770174057,,Nivoda Limited,DONVALE,3111,VALURA J,ESSENDON,3040,MEL,MEL,S,D,D 75,,,N,1,2,0.0057,V,1,16.28,0,0,3.37,1.97,21.62
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU781609593,,Nivoda Limited,DONVALE,3111,PINK C,UNLEY,5061,MEL,ADL,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU834721128,,Nivoda Limited,DONVALE,3111,CROWN D JLERS,WOLLONGONG,2500,MEL,WNG,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU839792961,,Nivoda Limited,DONVALE,3111,TALITHA CUMMINS,PADDINGTON,2021,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,18.85,0,0,4.21,2.31,25.37
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU841916427,,Nivoda Limited,DONVALE,3111,HLSK,BRAESIDE,3195,MEL,MEL,S,D,D 75,,,N,1,2,0.0057,V,1,10.28,0,0,3.37,1.37,15.02
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU901410982,,Nivoda Limited,DONVALE,3111,SIMON CURWOOD JLERS,KOTARA,2289,MEL,NCL,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU911204826,,Nivoda Limited,DONVALE,3111,THE JLER CORPORATION PTY LTD,PADDINGTON,2021,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU926646732,,Nivoda Limited,DONVALE,3111,EFUNE INTERNATIONAL T/A THE D,ALBERT PARK BARRACK,3004,MEL,MEL,S,D,D 75,,,N,1,2,0.0057,V,1,10.28,0,0,3.37,1.37,15.02
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU970972128,,Nivoda Limited,DONVALE,3111,LADO S J STUDIO,TAMWORTH,2340,MEL,TAM,S,D,D 75,,,N,1,2,0.0057,V,1,20.56,0,0,6.74,2.73,30.03
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU980678563,,Nivoda Limited,DONVALE,3111,LEE VOLK JLERS,TOOWOOMBA,4350,MEL,TBA,S,D,D 75,,,N,1,2,0.0057,V,1,23.13,0,0,7.59,3.07,33.79
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/8/2023,VHU984446686,,Nivoda Limited,DONVALE,3111,PARKER D,MELBOURNE,3000,MEL,MEL,S,D,D 75,,,N,1,2,0.0057,V,1,10.28,0,0,3.37,1.37,15.02
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU177981683,,Nivoda Limited,DONVALE,3111,DLINE J,MELBOURNE,3000,MEL,MEL,S,D,D 75,,,N,1,2,0.0057,V,1,10.28,0,0,3.37,1.37,15.02
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU178242502,,Nivoda Limited,DONVALE,3111,BROWNHAUS,BOWEN HILLS,4006,MEL,BNE,S,D,D 75,,,N,1,2,0.0057,V,1,23.13,0,0,7.59,3.07,33.79
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU231522586,,Nivoda Limited,DONVALE,3111,CULET J PTY LTD,CARINGBAH,2229,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,18.85,0,0,4.21,2.31,25.37
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU258346687,,Nivoda Limited,DONVALE,3111,STEFANS,MELBOURNE,3000,MEL,MEL,S,D,D 75,,,N,1,2,0.0057,V,1,10.28,0,0,3.37,1.37,15.02
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU264579651,,Nivoda Limited,DONVALE,3111,CLASS A JLERS,WALKERVILLE,5081,MEL,ADL,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU276301141,,Nivoda Limited,DONVALE,3111,ORANGE RIVER PTY LTD,FORTITUDE VALLEY,4006,MEL,BNE,S,D,D 75,,,N,1,2,0.0057,V,1,23.13,0,0,7.59,3.07,33.79
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU296671584,,Nivoda Limited,DONVALE,3111,KINGS HALL JLERS PTY LTD,DUBBO,2830,MEL,DUB,S,D,D 75,,,N,1,2,0.0057,V,1,20.56,0,0,6.74,2.73,30.03
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU312291821,,Nivoda Limited,DONVALE,3111,GCRAFT INVESTMENTS PTY LTD,KOGARAH,2217,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU378994242,,Nivoda Limited,DONVALE,3111,J CLUB AUST PTY LTD,BROOKVALE,2100,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU389250296,,Nivoda Limited,DONVALE,3111,DRACAKIS,MOSMAN,2088,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU454010745,,Nivoda Limited,DONVALE,3111,PATON S PLACE JLERS,CRAIGIEBURN,3064,MEL,MEL,S,D,D 75,,,N,1,2,0.0057,V,1,10.28,0,0,3.37,1.37,15.02
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU517304301,,Nivoda Limited,DONVALE,3111,ECO LAB D,MELBOURNE,3000,MEL,MEL,S,D,D 75,,,N,1,2,0.0057,V,1,10.28,0,0,3.37,1.37,15.02
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU528290736,,Nivoda Limited,DONVALE,3111,CLEOBURY PTY LTD,FREMANTLE,6160,MEL,PTH,S,D,D 75,,,N,1,2,0.0057,V,1,28.28,0,0,9.28,3.76,41.32
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU534878943,,Nivoda Limited,DONVALE,3111,NINE STARS TRADING PTY LTD,HAYMARKET,2000,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU575458612,,Nivoda Limited,DONVALE,3111,D VAULT GC,RUNAWAY BAY,4216,MEL,OOL,S,D,D 75,,,N,1,2,0.0057,V,1,23.13,0,0,7.59,3.07,33.79
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU661300065,,Nivoda Limited,DONVALE,3111,PARKER D,MELBOURNE,3000,MEL,MEL,S,D,D 75,,,N,1,2,0.0057,V,1,10.28,0,0,3.37,1.37,15.02
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU666909817,,Nivoda Limited,DONVALE,3111,CULLEN J,KEW,3101,MEL,MEL,S,D,D 75,,,N,1,2,0.0057,V,1,10.28,0,0,3.37,1.37,15.02
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU689618817,,Nivoda Limited,DONVALE,3111,MIDAS J,MIRANDA,2228,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU771971574,,Nivoda Limited,DONVALE,3111,LA GRANDE F J,LIVERPOOL,2170,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU809763671,,Nivoda Limited,DONVALE,3111,D EMPORIUM,HAYMARKET,2000,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU896350612,,Nivoda Limited,DONVALE,3111,THE JLER CORPORATION PTY LTD,PADDINGTON,2021,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU970326403,,Nivoda Limited,DONVALE,3111,GS D,SYDNEY,2000,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU975367619,,Nivoda Limited,DONVALE,3111,D COCO,MORNINGTON,3931,MEL,MEL,S,D,D 75,,,N,1,2,0.0057,V,1,10.28,0,0,3.37,1.37,15.02
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/9/2023,VHU983858051,,Nivoda Limited,DONVALE,3111,LADO S J STUDIO,TAMWORTH,2340,MEL,TAM,S,D,D 75,,,N,1,2,0.0057,V,1,20.56,0,0,6.74,2.73,30.03
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/10/2023,VHU151218804,,Nivoda Limited,DONVALE,3111,PINK C,UNLEY,5061,MEL,ADL,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/10/2023,VHU190448496,,Nivoda Limited,DONVALE,3111,FEDELE J PTY LTD,PRAHRAN,3181,MEL,MEL,S,D,D 75,,,N,1,2,0.0057,V,1,10.28,0,0,3.37,1.37,15.02
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/10/2023,VHU212893205,,Nivoda Limited,DONVALE,3111,CULLEN J,KEW,3101,MEL,MEL,S,D,D 75,,,N,1,2,0.0057,V,1,10.28,0,0,3.37,1.37,15.02
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/10/2023,VHU253576341,,Nivoda Limited,DONVALE,3111,ORANGE RIVER PTY LTD,FORTITUDE VALLEY,4006,MEL,BNE,S,D,D 75,,,N,1,2,0.0057,V,1,23.13,0,0,7.59,3.07,33.79
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/10/2023,VHU384738142,,Nivoda Limited,DONVALE,3111,GLOBAL J CONCEPTS PTY LTD,CAULFIELD NORTH,3161,MEL,MEL,S,D,D 75,,,N,1,2,0.0057,V,1,10.28,0,0,3.37,1.37,15.02
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/10/2023,VHU503601840,,Nivoda Limited,DONVALE,3111,EFUNE INTERNATIONAL T/A THE D,ALBERT PARK BARRACK,3004,MEL,MEL,S,D,D 75,,,N,1,2,0.0057,V,1,10.28,0,0,3.37,1.37,15.02
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/10/2023,VHU515195751,,Nivoda Limited,DONVALE,3111,PINK C,UNLEY,5061,MEL,ADL,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/10/2023,VHU590847053,,Nivoda Limited,DONVALE,3111,ROCK COUTURE,TARRAGINDI,4121,MEL,BNE,S,D,D 75,,,N,1,2,0.0057,V,1,23.13,0,0,7.59,3.07,33.79
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/10/2023,VHU614864899,,Nivoda Limited,DONVALE,3111,GS D,SYDNEY,2000,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
50002662,NIVODA AUSTRALIA PTY LTD,2024,11,8/12/2023,67038636,8/10/2023,VHU636915726,,Nivoda Limited,DONVALE,3111,TOK BROS PTY LTD,SYDNEY,2000,MEL,SYD,S,D,D 75,,,N,1,2,0.0057,V,1,12.85,0,0,4.21,1.71,18.77
